district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
35011,Brampton South,Brampton-Sud,Conservative,Seeback,Kyle
35011,Brampton South,Brampton-Sud,Liberal,Sidhu,Sonia
35012,Brampton West,Brampton-Ouest,Green,Gobinath,Karthika
35012,Brampton West,Brampton-Ouest,Liberal,Khera,Kamal
35012,Brampton West,Brampton-Ouest,NDP,Patterson,Adaoma
35012,Brampton West,Brampton-Ouest,Conservative,Thind,Ninder
35013,Brantford--Brant,Brantford--Brant,Green,Brandt,Kevin
35013,Brantford--Brant,Brantford--Brant,Libertarian,Ferguson,Rob
35013,Brantford--Brant,Brantford--Brant,NDP,Laferriere,Marc
35013,Brantford--Brant,Brantford--Brant,Conservative,McColeman,Phil
35013,Brantford--Brant,Brantford--Brant,Liberal,Takacs,Danielle
35013,Brantford--Brant,Brantford--Brant,Independent,Turmel,The Engineer
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Green,Albinati,Chris
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Liberal,Love,Kimberley
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,NDP,McLaren,David
35014,Bruce--Grey--Owen Sound,Bruce--Grey--Owen Sound,Conservative,Miller,Larry
35015,Burlington,Burlington,Green,Fiorito,Vince
35015,Burlington,Burlington,Liberal,Gould,Karina
35015,Burlington,Burlington,NDP,Laird,David
35015,Burlington,Burlington,Conservative,Wallace,Mike
35016,Cambridge,Cambridge,Green,Braniff,Michele
35016,Cambridge,Cambridge,Marxist-Leninist,Couto,Manuel
35016,Cambridge,Cambridge,Conservative,Goodyear,Gary
35016,Cambridge,Cambridge,Liberal,May,Bryan
35016,Cambridge,Cambridge,Independent,Sperduti,Lee
35016,Cambridge,Cambridge,NDP,Stewart,Bobbi
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Liberal,Omstead,Katie
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Conservative,Van Kesteren,Dave
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,Green,Vercouteren,Mark
35017,Chatham-Kent--Leamington,Chatham-Kent--Leamington,NDP,Walsh,Tony
35018,Davenport,Davenport,NDP,Cash,Andrew
35018,Davenport,Davenport,Liberal,Dzerowicz,Julie
35018,Davenport,Davenport,Communist,Figueroa,Miguel
35018,Davenport,Davenport,Independent,Kalevar,Chai
35018,Davenport,Davenport,Conservative,Oliveira,Carlos
35018,Davenport,Davenport,Green,Stein,Dan
35019,Don Valley East,Don Valley-Est,NDP,Ahmed,Khalid
35019,Don Valley East,Don Valley-Est,Conservative,Harquail,Maureen
35019,Don Valley East,Don Valley-Est,Liberal,Ratansi,Yasmin
35019,Don Valley East,Don Valley-Est,Green,Sanderson,Laura Elizabeth
35020,Don Valley North,Don Valley-Nord,Green,Brown,Caroline
35020,Don Valley North,Don Valley-Nord,Conservative,Daniel,Joe
35020,Don Valley North,Don Valley-Nord,NDP,Sadikali,Akil
35020,Don Valley North,Don Valley-Nord,Liberal,Tan,Geng
35021,Don Valley West,Don Valley-Ouest,Conservative,Carmichael,John
35021,Don Valley West,Don Valley-Ouest,Independent,Cromwell,Sharon
35021,Don Valley West,Don Valley-Ouest,Communist,Hill,Elizabeth
35021,Don Valley West,Don Valley-Ouest,Green,Hunt,Natalie
35021,Don Valley West,Don Valley-Ouest,Libertarian,Kittredge,John
35021,Don Valley West,Don Valley-Ouest,Liberal,Oliphant,Rob
35021,Don Valley West,Don Valley-Ouest,NDP,Riaz,Syeda
35022,Dufferin--Caledon,Dufferin--Caledon,Liberal,Crewson,Ed
35022,Dufferin--Caledon,Dufferin--Caledon,Conservative,Tilson,David Allan
35022,Dufferin--Caledon,Dufferin--Caledon,Green,Urekar,Nancy
35022,Dufferin--Caledon,Dufferin--Caledon,NDP,Yazbek,Rehya
35023,Durham,Durham,Green,Leadbetter,Stacey
35023,Durham,Durham,Christian Heritage,Moriarity,Andrew
35023,Durham,Durham,Conservative,O'Toole,Erin
35023,Durham,Durham,NDP,Spence,Derek
35023,Durham,Durham,Liberal,Traill,Corinna
35024,Eglinton--Lawrence,Eglinton--Lawrence,Animal Alliance Environment Voters,Brunell Solomonovici,Rudy
35024,Eglinton--Lawrence,Eglinton--Lawrence,Libertarian,Buchman,Ethan
35024,Eglinton--Lawrence,Eglinton--Lawrence,Green,Chisholm,Matthew
35024,Eglinton--Lawrence,Eglinton--Lawrence,Liberal,Mendicino,Marco
35024,Eglinton--Lawrence,Eglinton--Lawrence,Conservative,Oliver,Joe
35024,Eglinton--Lawrence,Eglinton--Lawrence,NDP,Thomson,Andrew
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Liberal,Baldwin-Sands,Lori
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Rhinoceros,Bernardi,Lou
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Christian Heritage,Hopkins,Michael
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Green,Morgan,Bronagh Joyce
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,NDP,Sinclair,Fred
35025,Elgin--Middlesex--London,Elgin--Middlesex--London,Conservative,Vecchio,Karen Louise
35026,Essex,Essex,Green,Alderson,Jennifer
35026,Essex,Essex,Liberal,Festeryga,Audrey
35026,Essex,Essex,NDP,Ramsey,Tracey
35026,Essex,Essex,Marxist-Leninist,Villamizar,Enver
35026,Essex,Essex,Conservative,Watson,Jeff
35027,Etobicoke Centre,Etobicoke-Centre,NDP,De Mello,Tanya
35027,Etobicoke Centre,Etobicoke-Centre,Conservative,Opitz,Ted
35027,Etobicoke Centre,Etobicoke-Centre,Green,Rizvi,Shawn
35027,Etobicoke Centre,Etobicoke-Centre,Progressive Canadian,Wolvin,Rob
35027,Etobicoke Centre,Etobicoke-Centre,Liberal,Wrzesnewskyj,Borys
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Liberal,Maloney,James
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Marxist-Leninist,Murray,Janice
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Green,Salewsky,Angela
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,NDP,Trotter,Phil
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Conservative,Trottier,Bernard
35028,Etobicoke--Lakeshore,Etobicoke--Lakeshore,Animal Alliance Environment Voters,White,Liz
35029,Etobicoke North,Etobicoke-Nord,Green,Ayub,Akhtar
35029,Etobicoke North,Etobicoke-Nord,Conservative,Dada,Toyin
35029,Etobicoke North,Etobicoke-Nord,Marxist-Leninist,Di Carlo,Anna
35029,Etobicoke North,Etobicoke-Nord,Liberal,Duncan,Kirsty
35029,Etobicoke North,Etobicoke-Nord,NDP,Hassan,Faisal
35029,Etobicoke North,Etobicoke-Nord,No affiliation,Szebik,George
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,NDP,DiLivio,Mike
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Liberal,Stebbing,Jennifer
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Conservative,Sweet,David
35030,Flamborough--Glanbrook,Flamborough--Glanbrook,Green,Urquhart,David Allan
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Libertarian,Brisson,Jean-Serge
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Liberal,Drouin,Francis
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,NDP,Laurin,Normand
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Conservative,Lemieux,Pierre
35031,Glengarry--Prescott--Russell,Glengarry--Prescott--Russell,Green,Malouin-Diraddo,Genevieve
35032,Guelph,Guelph,Communist,Dineen,Tristan
35032,Guelph,Guelph,Libertarian,Fekri,Alexander
35032,Guelph,Guelph,Marijuana,Klevering,Kornelis
35032,Guelph,Guelph,Conservative,Kovach,Gloria
35032,Guelph,Guelph,Liberal,Longfield,Lloyd
35032,Guelph,Guelph,Green,Miller,Gord
35032,Guelph,Guelph,NDP,Seagram,Andrew
35033,Haldimand--Norfolk,Haldimand--Norfolk,Independent,Bory,Leslie
35033,Haldimand--Norfolk,Haldimand--Norfolk,Christian Heritage,Bylsma,Dave
35033,Haldimand--Norfolk,Haldimand--Norfolk,Green,Ettinger,Wayne
35033,Haldimand--Norfolk,Haldimand--Norfolk,Conservative,Finley,Diane
35033,Haldimand--Norfolk,Haldimand--Norfolk,NDP,Harris,John
35033,Haldimand--Norfolk,Haldimand--Norfolk,Liberal,Mouland,Joan
35033,Haldimand--Norfolk,Haldimand--Norfolk,Independent,Wakeford,Dustin
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Green,MacCallum,Bill
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Liberal,Marquis,David
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,NDP,Perry,Mike
35034,Haliburton--Kawartha Lakes--Brock,Haliburton--Kawartha Lakes--Brock,Conservative,Schmale,Jamie
35035,Hamilton Centre,Hamilton-Centre,Independent,Anastasiou,Maria
35035,Hamilton Centre,Hamilton-Centre,Marijuana,Baldasaro,Michael James
35035,Hamilton Centre,Hamilton-Centre,NDP,Christopherson,David
35035,Hamilton Centre,Hamilton-Centre,Conservative,Rozenszajn,Yonatan
35035,Hamilton Centre,Hamilton-Centre,Green,Schmid-Jones,Ute
35035,Hamilton Centre,Hamilton-Centre,Liberal,Tennier,Anne
35035,Hamilton Centre,Hamilton-Centre,Libertarian,Young,Rob
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Liberal,Bratina,Bob
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Conservative,Bubanko,Diane
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Green,Davis,Erin
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Marxist-Leninist,Fields,Wendell
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,Communist,Mann,Bob
35036,Hamilton East--Stoney Creek,Hamilton-Est--Stoney Creek,NDP,Marston,Wayne
35037,Hamilton Mountain,Hamilton Mountain,Green,Aman,Raheem
35037,Hamilton Mountain,Hamilton Mountain,Liberal,Burt,Shaun
35037,Hamilton Mountain,Hamilton Mountain,Libertarian,Caton,Andrew James
35037,Hamilton Mountain,Hamilton Mountain,NDP,Duvall,Scott
35037,Hamilton Mountain,Hamilton Mountain,Christian Heritage,Enos,Jim
35037,Hamilton Mountain,Hamilton Mountain,Conservative,Miles,Al
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,NDP,Johnstone,Alex
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Green,Ormond,Peter
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Conservative,Samuel,Vincent
35038,Hamilton West--Ancaster--Dundas,Hamilton-Ouest--Ancaster--Dundas,Liberal,Tassi,Filomena
35039,Hastings--Lennox and Addington,Hastings--Lennox and Addington,NDP,Bannon,Betty
35039,Hastings--Lennox and Addington,Hastings--Lennox and Addington,Liberal,Bossio,Mike
35039,Hastings--Lennox and Addington,Hastings--Lennox and Addington,Conservative,Kramp,Daryl
35039,Hastings--Lennox and Addington,Hastings--Lennox and Addington,Green,Mather,Cam
35040,Huron--Bruce,Huron--Bruce,NDP,Creces,Gerard
35040,Huron--Bruce,Huron--Bruce,Conservative,Lobb,Ben
35040,Huron--Bruce,Huron--Bruce,Green,Splettstoesser,Jutta
35040,Huron--Bruce,Huron--Bruce,Liberal,Thompson,Allan
35041,Kanata--Carleton,Kanata--Carleton,NDP,Hansen,John
35041,Kanata--Carleton,Kanata--Carleton,Liberal,McCrimmon,Karen
35041,Kanata--Carleton,Kanata--Carleton,Conservative,Pamic,Walter
35041,Kanata--Carleton,Kanata--Carleton,Green,West,Andrew
35042,Kenora,Kenora,Independent,Boucher-Chicago,Kelvin
35042,Kenora,Kenora,NDP,Hampton,Howard
35042,Kenora,Kenora,Green,McKillop,Ember C.
35042,Kenora,Kenora,Liberal,Nault,Bob
35042,Kenora,Kenora,Conservative,Rickford,Greg
35043,King--Vaughan,King--Vaughan,Green,Raney,Ann
35043,King--Vaughan,King--Vaughan,NDP,Rizzo,Natalie
35043,King--Vaughan,King--Vaughan,Liberal,Schulte,Deb
35043,King--Vaughan,King--Vaughan,Conservative,Toubis,Konstantin
35044,Kingston and the Islands,Kingston et les Îles,NDP,Beals,Daniel
35044,Kingston and the Islands,Kingston et les Îles,Conservative,Brooke,Andy
35044,Kingston and the Islands,Kingston et les Îles,Liberal,Gerretsen,Mark
35044,Kingston and the Islands,Kingston et les Îles,Libertarian,McAllister,Luke
35044,Kingston and the Islands,Kingston et les Îles,Green,Townend,Nathan
35045,Kitchener Centre,Kitchener-Centre,NDP,Cadell,Susan
35045,Kitchener Centre,Kitchener-Centre,Marxist-Leninist,Ichim,Julian
35045,Kitchener Centre,Kitchener-Centre,Libertarian,Miladinovic,Slavko
35045,Kitchener Centre,Kitchener-Centre,Liberal,Saini,Raj
35045,Kitchener Centre,Kitchener-Centre,Green,Wendler,Nicholas
35045,Kitchener Centre,Kitchener-Centre,Conservative,Woodworth,Stephen
35046,Kitchener--Conestoga,Kitchener--Conestoga,Conservative,Albrecht,Harold
35046,Kitchener--Conestoga,Kitchener--Conestoga,Libertarian,Hodgson,Richard
35046,Kitchener--Conestoga,Kitchener--Conestoga,Green,Jonkman,Bob
35046,Kitchener--Conestoga,Kitchener--Conestoga,Liberal,Louis,Tim
35046,Kitchener--Conestoga,Kitchener--Conestoga,NDP,Villeneuve,James
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Marxist-Leninist,Baetz,Elaine
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,NDP,Bruce,Lorne
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Conservative,Gagné,Marian
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Libertarian,Lajeunesse,Nathan
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Liberal,Tabbara,Marwan
35047,Kitchener South--Hespeler,Kitchener-Sud--Hespeler,Green,Weber,David
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Liberal,Filson,Ken
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,NDP,Isaac,Rex
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Green,Johnston,Jim
35048,Lambton--Kent--Middlesex,Lambton--Kent--Middlesex,Conservative,Shipley,Bev
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Liberal,Archambault,Phil
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Libertarian,Budd,Mark
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,NDP,Fenik,John
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Green,Payne,Anita
35049,Lanark--Frontenac--Kingston,Lanark--Frontenac--Kingston,Conservative,Reid,Scott
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,NDP,Andrade,Margaret
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Conservative,Brown,Gord
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Liberal,McFall,Mary Jean
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Leeds-Grenville-Thousand Islands et Rideau Lakes,Green,Rekmans,Lorraine A.
35051,London--Fanshawe,London--Fanshawe,Conservative,Dieleman,Suzanna
35051,London--Fanshawe,London--Fanshawe,Independent,Hamadi,Ali
35051,London--Fanshawe,London--Fanshawe,NDP,Mathyssen,Irene
35051,London--Fanshawe,London--Fanshawe,Green,Peloza,Matthew
35051,London--Fanshawe,London--Fanshawe,Liberal,Ramal,Khalil
35052,London North Centre,London-Centre-Nord,Green,Dyck,Carol
35052,London North Centre,London-Centre-Nord,Liberal,Fragiskatos,Peter
35052,London North Centre,London-Centre-Nord,NDP,Gutierrez,German
35052,London North Centre,London-Centre-Nord,Marxist-Leninist,Roman,Marvin
35052,London North Centre,London-Centre-Nord,Conservative,Truppe,Susan
35053,London West,London-Ouest,Libertarian,Boudreau,Jacques Y.
35053,London West,London-Ouest,Conservative,Holder,Ed
35053,London West,London-Ouest,Green,Lascaris,Dimitri
35053,London West,London-Ouest,Communist,Lewis,Michael
35053,London West,London-Ouest,NDP,Rowlinson,Matthew
35053,London West,London-Ouest,Liberal,Young,Kate
35054,Markham--Stouffville,Markham--Stouffville,Conservative,Calandra,Paul
35054,Markham--Stouffville,Markham--Stouffville,NDP,Hines,Gregory
35054,Markham--Stouffville,Markham--Stouffville,Green,O'Brien,Myles
35054,Markham--Stouffville,Markham--Stouffville,Liberal,Philpott,Jane
35055,Markham--Thornhill,Markham--Thornhill,NDP,Chelliah,Senthi
35055,Markham--Thornhill,Markham--Thornhill,Conservative,Easow,Jobson
35055,Markham--Thornhill,Markham--Thornhill,Liberal,McCallum,John
35055,Markham--Thornhill,Markham--Thornhill,Green,Russell,Joshua
35056,Markham--Unionville,Markham--Unionville,Liberal,Jiang,Bang-Gu
35056,Markham--Unionville,Markham--Unionville,Green,Kao,Elvin
35056,Markham--Unionville,Markham--Unionville,Conservative,Saroya,Bob
35056,Markham--Unionville,Markham--Unionville,NDP,Zimmerman,Colleen
35057,Milton,Milton,NDP,Anabusi,Alex
35057,Milton,Milton,Green,Batra,Mini
35057,Milton,Milton,Libertarian,Jewell,Chris
35057,Milton,Milton,Conservative,Raitt,Lisa
35057,Milton,Milton,Liberal,Rizvee,Azim
35058,Mississauga Centre,Mississauga-Centre,Liberal,Alghabra,Omar
35058,Mississauga Centre,Mississauga-Centre,NDP,Khan,Farheen
35058,Mississauga Centre,Mississauga-Centre,Green,Nguyen,Linh
35058,Mississauga Centre,Mississauga-Centre,Conservative,Tiangson,Julius
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Green,Bhikha,Jaymini
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Liberal,Fonseca,Peter
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Conservative,Lizon,Wladyslaw
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,NDP,Naqvi,Ali
35059,Mississauga East--Cooksville,Mississauga-Est--Cooksville,Marxist-Leninist,Sullivan,Tim
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,NDP,Bilek,Michelle
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Conservative,Dechert,Bob
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Liberal,Khalid,Iqra
35060,Mississauga--Erin Mills,Mississauga--Erin Mills,Green,Roblin,Andrew
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Conservative,Ambler,Stella
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Green,Burgener,Ariana
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,NDP,Guerbilsky,Eric
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Liberal,Spengemann,Sven
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Marxist-Leninist,Sullivan,Dagmar
35061,Mississauga--Lakeshore,Mississauga--Lakeshore,Libertarian,Woodworth,Paul
35062,Mississauga--Malton,Mississauga--Malton,Liberal,Bains,Navdeep
35062,Mississauga--Malton,Mississauga--Malton,NDP,Douglas,Dianne
35062,Mississauga--Malton,Mississauga--Malton,Conservative,Grewal,Jagdish
35062,Mississauga--Malton,Mississauga--Malton,Green,Mercer,Heather
35062,Mississauga--Malton,Mississauga--Malton,Independent,Tharani,Naresh
35063,Mississauga--Streetsville,Mississauga--Streetsville,Conservative,Butt,Brad
35063,Mississauga--Streetsville,Mississauga--Streetsville,Green,Hill,Chris
35063,Mississauga--Streetsville,Mississauga--Streetsville,NDP,Karim,Fayaz
35063,Mississauga--Streetsville,Mississauga--Streetsville,Liberal,Sikand,Gagan
35063,Mississauga--Streetsville,Mississauga--Streetsville,Christian Heritage,Tarazevich,Yegor
35064,Nepean,Nepean,Liberal,Arya,Chandra
35064,Nepean,Nepean,Green,Cooke,Jean-Luc Roger
35064,Nepean,Nepean,Independent,Cosico,Jesus
35064,Nepean,Nepean,NDP,Devine,Sean
35064,Nepean,Nepean,Independent,Mamba,Hubert
35064,Nepean,Nepean,Marxist-Leninist,Seed,Tony
35064,Nepean,Nepean,Independent,Splett,Harry
35064,Nepean,Nepean,Conservative,Wang,Andy
35065,Newmarket--Aurora,Newmarket--Aurora,Progressive Canadian,Baxter,Dorian
35065,Newmarket--Aurora,Newmarket--Aurora,Conservative,Brown,Lois
35065,Newmarket--Aurora,Newmarket--Aurora,NDP,Kelly,Yvonne
35065,Newmarket--Aurora,Newmarket--Aurora,Green,Long,Vanessa
35065,Newmarket--Aurora,Newmarket--Aurora,Liberal,Peterson,Kyle
35066,Niagara Centre,Niagara-Centre,NDP,Allen,Malcolm
35066,Niagara Centre,Niagara-Centre,Liberal,Badawey,Vance
35066,Niagara Centre,Niagara-Centre,Green,Clow,David
35066,Niagara Centre,Niagara-Centre,Animal Alliance Environment Voters,Di Bartolomeo,Jody
35066,Niagara Centre,Niagara-Centre,Conservative,Villella,Leanna
35066,Niagara Centre,Niagara-Centre,Marxist-Leninist,Walker,Ron J.
35067,Niagara Falls,Niagara Falls,NDP,Ioannoni,Carolynn
35067,Niagara Falls,Niagara Falls,Conservative,Nicholson,Rob
35067,Niagara Falls,Niagara Falls,Liberal,Planche,Ron
35067,Niagara Falls,Niagara Falls,Green,Soos,Steven
35068,Niagara West,Niagara-Ouest,Conservative,Allison,Dean
35068,Niagara West,Niagara-Ouest,Libertarian,de Roo,Allan
35068,Niagara West,Niagara-Ouest,Green,Frere,Sid
35068,Niagara West,Niagara-Ouest,Christian Heritage,Jonker,Harold
35068,Niagara West,Niagara-Ouest,NDP,Rahman,Nameer
35068,Niagara West,Niagara-Ouest,Liberal,Rose,Phil
35069,Nickel Belt,Nickel Belt,NDP,Gravelle,Claude
35069,Nickel Belt,Nickel Belt,Conservative,Laamanen,Aino
35069,Nickel Belt,Nickel Belt,Green,McCall,Stuart
35069,Nickel Belt,Nickel Belt,Liberal,Serré,Marc G.
35069,Nickel Belt,Nickel Belt,Marxist-Leninist,Starbuck,Dave
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Conservative,Aspin,Jay
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,NDP,Jodouin,Kathleen
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Green,Peltier,Nicole
35070,Nipissing--Timiskaming,Nipissing--Timiskaming,Liberal,Rota,Anthony
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,NDP,Christianson,Russ
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Conservative,Moulton,Adam
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Liberal,Rudd,Kim
35071,Northumberland--Peterborough South,Northumberland--Peterborough-Sud,Green,Sinnott,Patricia
35072,Oakville,Oakville,Green,Doel,David
35072,Oakville,Oakville,NDP,Marville,Che
35072,Oakville,Oakville,Liberal,Oliver,John
35072,Oakville,Oakville,Conservative,Young,Terence
35073,Oakville North--Burlington,Oakville-Nord--Burlington,NDP,Best,Janice
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Libertarian,Clement,David
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Liberal,Damoff,Pam
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Green,Shahbaz,Adnan
35073,Oakville North--Burlington,Oakville-Nord--Burlington,Conservative,Triantafilopoulos,Effie
35074,Oshawa,Oshawa,Conservative,Carrie,Colin
35074,Oshawa,Oshawa,Green,Dempsey,Michael
35074,Oshawa,Oshawa,NDP,Fowler,Mary
35074,Oshawa,Oshawa,Marxist-Leninist,Gershuny,David
35074,Oshawa,Oshawa,Liberal,Marimpietri,Tito-Dante
35075,Ottawa Centre,Ottawa-Centre,Marijuana,Akpata,John Andrew Omowole
35075,Ottawa Centre,Ottawa-Centre,NDP,Dewar,Paul
35075,Ottawa Centre,Ottawa-Centre,Libertarian,Harris,Dean T.
35075,Ottawa Centre,Ottawa-Centre,Conservative,Konstantinakos,Damian
35075,Ottawa Centre,Ottawa-Centre,Rhinoceros,Lukawski,Conrad
35075,Ottawa Centre,Ottawa-Centre,Liberal,McKenna,Catherine Mary
35075,Ottawa Centre,Ottawa-Centre,Green,Milroy,Tom
35075,Ottawa Centre,Ottawa-Centre,Communist,Ryan,Stuart
35076,Orléans,Orléans,Conservative,Galipeau,Royal
35076,Orléans,Orléans,Liberal,Leslie,Andrew
35076,Orléans,Orléans,Green,Morin,Raphaël
35076,Orléans,Orléans,NDP,Tremblay,Nancy
35077,Ottawa South,Ottawa-Sud,Conservative,Balkissoon,Dev
35077,Ottawa South,Ottawa-Sud,NDP,Brown,George
35077,Ottawa South,Ottawa-Sud,Progressive Canadian,Gullon,Al
35077,Ottawa South,Ottawa-Sud,Liberal,McGuinty,David
35077,Ottawa South,Ottawa-Sud,Green,Redins,John
35077,Ottawa South,Ottawa-Sud,Communist,Wasslen,Larry
35077,Ottawa South,Ottawa-Sud,Libertarian,Wilson,Damien
35078,Ottawa--Vanier,Ottawa--Vanier,Liberal,Bélanger,Mauril
35078,Ottawa--Vanier,Ottawa--Vanier,Libertarian,Corcoran,Coreen
35078,Ottawa--Vanier,Ottawa--Vanier,Green,Dookeran,Nira
35078,Ottawa--Vanier,Ottawa--Vanier,Marxist-Leninist,Legeais,Christian
35078,Ottawa--Vanier,Ottawa--Vanier,Conservative,Piccini,David
35078,Ottawa--Vanier,Ottawa--Vanier,NDP,Taman,Emilie
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Conservative,Abdi,Abdul
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Green,Brooks,Mark
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Marxist-Leninist,Heaton,Sam
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,NDP,Rivier,Marlene
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Christian Heritage,Taylor,Rod
35079,Ottawa West--Nepean,Ottawa-Ouest--Nepean,Liberal,Vandenbeld,Anita
35080,Oxford,Oxford,Christian Heritage,Aldred,Melody Ann
35080,Oxford,Oxford,Green,Farlow,Mike
35080,Oxford,Oxford,NDP,Kunschner,Zoe
35080,Oxford,Oxford,Conservative,MacKenzie,Dave
35080,Oxford,Oxford,Liberal,McKay,Don
35081,Parkdale--High Park,Parkdale--High Park,Conservative,Allen,Ian
35081,Parkdale--High Park,Parkdale--High Park,Marxist-Leninist,Gershuny,Lorne
35081,Parkdale--High Park,Parkdale--High Park,Libertarian,Jeftovic,Mark
35081,Parkdale--High Park,Parkdale--High Park,NDP,Nash,Peggy
35081,Parkdale--High Park,Parkdale--High Park,Marijuana,Parker,Terry
35081,Parkdale--High Park,Parkdale--High Park,Green,Phipps,Adam
35081,Parkdale--High Park,Parkdale--High Park,Independent,Royer,Carol
35081,Parkdale--High Park,Parkdale--High Park,Liberal,Virani,Arif
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Pirate,Bell,Duncan
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Conservative,Clement,Tony
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Liberal,Cowie,Trisha
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,Green,Hodgson,Glen
35082,Parry Sound--Muskoka,Parry Sound--Muskoka,NDP,McCarthy,Matt
