election_date,name_english,district_code,pollster,median_date,n,party,pct
2015-10-19,Saskatoon--University,47011,Environics,2015-09-20,853,NDP,37
2015-10-19,Saskatoon--University,47011,Environics,2015-09-20,853,Green,4
2015-10-19,Saskatoon--University,47011,Environics,2015-08-16,691,LPC,22
2015-10-19,Saskatoon--University,47011,Environics,2015-08-16,691,CPC,34
2015-10-19,Saskatoon--University,47011,Environics,2015-08-16,691,NDP,41
2015-10-19,Saskatoon--University,47011,Environics,2015-08-16,691,Green,4
2015-10-19,Saskatoon West,47012,Mainstreet Research,2015-09-21,658,LPC,25
2015-10-19,Saskatoon West,47012,Mainstreet Research,2015-09-21,658,CPC,31
2015-10-19,Saskatoon West,47012,Mainstreet Research,2015-09-21,658,NDP,36
2015-10-19,Saskatoon West,47012,Mainstreet Research,2015-09-21,658,Green,9
2015-10-19,Yukon,60001,Environics,2015-09-21,497,LPC,39
2015-10-19,Yukon,60001,Environics,2015-09-21,497,CPC,27
2015-10-19,Yukon,60001,Environics,2015-09-21,497,NDP,29
2015-10-19,Yukon,60001,Environics,2015-09-21,497,Green,4
