"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","election_year"
5794,"Crawford, Janis","Crawford","Green","Saint-Bruno--Saint-Hubert","38th general election",0.01,2004
4693,"Savard, Marc","Savard","Liberal","Saint-Bruno--Saint-Hubert","38th general election",31450,2004
5792,"Henretta, Marie","Henretta","NDP","Saint-Bruno--Saint-Hubert","38th general election",1550,2004
4695,"Loubier, Yvan","Loubier","Bloc","Saint-Hyacinthe--Bagot","38th general election",1235,2004
5796,"Champagne, Andrée","Champagne","Conservative","Saint-Hyacinthe--Bagot","38th general election",39550,2004
5797,"Godbout, Bruno","Godbout","Green","Saint-Hyacinthe--Bagot","38th general election",0.01,2004
4696,"Gaudette, Michel","Gaudette","Liberal","Saint-Hyacinthe--Bagot","38th general election",23000,2004
4700,"Bachand, Claude","Bachand","Bloc","Saint-Jean","38th general election",7400,2004
4698,"Khoury, Joseph","Khoury","Conservative","Saint-Jean","38th general election",9600,2004
5798,"Genest, Claude","Genest","Green","Saint-Jean","38th general election",3.6,2004
4699,"Fecteau, Michel","Fecteau","Liberal","Saint-Jean","38th general election",15895.68,2004
4705,"François, Paul-Alexis","François","Bloc","Saint-Léonard--Saint-Michel","38th general election",4650,2004
5811,"Eslami, Payam","Eslami","Conservative","Saint-Léonard--Saint-Michel","38th general election",1055,2004
5813,"Fellicetti, Ricardo","Fellicetti","Green","Saint-Léonard--Saint-Michel","38th general election",0.01,2004
4707,"Pacetti, Massimo","Pacetti","Liberal","Saint-Léonard--Saint-Michel","38th general election",46572.7,2004
5812,"Colella, Laura","Colella","NDP","Saint-Léonard--Saint-Michel","38th general election",685,2004
4701,"Kotto, Maka","Kotto","Bloc","Saint-Lambert","38th general election",17163,2004
4702,"Clune, Patrick","Clune","Conservative","Saint-Lambert","38th general election",8000,2004
5803,"Joubert, Diane","Joubert","Green","Saint-Lambert","38th general election",0.01,2004
5802,"Thibeault, Yolande","Thibeault","Liberal","Saint-Lambert","38th general election",16470,2004
5800,"Garcia, Monique","Garcia","NDP","Saint-Lambert","38th general election",50,2004
4704,"Fayad, William","Fayad","Bloc","Saint-Laurent--Cartierville","38th general election",4857.72,2004
5805,"Rahmé, Marc","Rahmé","Conservative","Saint-Laurent--Cartierville","38th general election",4737.56,2004
5809,"Aladass, Almaz","Aladass","Green","Saint-Laurent--Cartierville","38th general election",2.67,2004
4703,"Dion, Stéphane","Dion","Liberal","Saint-Laurent--Cartierville","38th general election",4975,2004
5804,"Mahayni, Zaid","Mahayni","NDP","Saint-Laurent--Cartierville","38th general election",1940,2004
5815,"Toupin, Martial","Toupin","Conservative","Saint-Maurice--Champlain","38th general election",3645,2004
4710,"Audette, Pierre Cayou","Audette","Green","Saint-Maurice--Champlain","38th general election",336.68,2004
4708,"Bilodeau, Marie-Eve","Bilodeau","Liberal","Saint-Maurice--Champlain","38th general election",13670,2004
4137,"Cooper, Ken","Cooper","Conservative","Saint Boniface","38th general election",31859,2004
4134,"Simard, Raymond","Simard","Liberal","Saint Boniface","38th general election",62413,2004
4899,"McVicar, Bob","McVicar","Conservative","Saint John","38th general election",40675,2004
4901,"Cormier, Jonathan","Cormier","Green","Saint John","38th general election",680,2004
4080,"Zed, Paul","Zed","Liberal","Saint John","38th general election",16650,2004
4900,"Albright, Terry","Albright","NDP","Saint John","38th general election",4241.74,2004
4480,"Beaubien, Marcel","Beaubien","Conservative","Sarnia--Lambton","38th general election",47266.73,2004
5488,"Cramer, Anthony","Cramer","Green","Sarnia--Lambton","38th general election",4331,2004
5486,"Gallaway, Roger","Gallaway","Liberal","Sarnia--Lambton","38th general election",34130,2004
5487,"Agar, Greg","Agar","NDP","Sarnia--Lambton","38th general election",3620,2004
4924,"Trost, Bradley R.","Trost","Conservative","Saskatoon--Humboldt","38th general election",22397.41,2004
4927,"Schriml, Ron","Schriml","Green","Saskatoon--Humboldt","38th general election",29,2004
4925,"Wolfe, Patrick","Wolfe","Liberal","Saskatoon--Humboldt","38th general election",20951.51,2004
4926,"Wiebe, Nettie","Wiebe","NDP","Saskatoon--Humboldt","38th general election",2236,2004
4104,"Skelton, Carol","Skelton","Conservative","Saskatoon--Rosetown--Biggar","38th general election",34887.77,2004
4929,"Barsky, Rick","Barsky","Green","Saskatoon--Rosetown--Biggar","38th general election",129,2004
4930,"Luczka, Myron","Luczka","Liberal","Saskatoon--Rosetown--Biggar","38th general election",12425.06,2004
4105,"Gruending, Dennis","Gruending","NDP","Saskatoon--Rosetown--Biggar","38th general election",325,2004
4107,"Vellacott, Maurice","Vellacott","Conservative","Saskatoon--Wanuskewin","38th general election",14817,2004
4108,"Greenfield, David","Greenfield","Green","Saskatoon--Wanuskewin","38th general election",29,2004
4106,"Axworthy, Chris","Axworthy","Liberal","Saskatoon--Wanuskewin","38th general election",41669,2004
5494,"Ross, Cameron","Ross","Conservative","Sault Ste. Marie","38th general election",42291.02,2004
5493,"Emmerson, Julie","Emmerson","Green","Sault Ste. Marie","38th general election",500,2004
5491,"Provenzano, Carmen","Provenzano","Liberal","Sault Ste. Marie","38th general election",28975,2004
5492,"Martin, Tony","Martin","NDP","Sault Ste. Marie","38th general election",33510,2004
5498,"Faust, Andrew","Faust","Conservative","Scarborough--Agincourt","38th general election",26330,2004
5499,"Yeechong, Wayne","Yeechong","Green","Scarborough--Agincourt","38th general election",0.01,2004
5497,"Karygiannis, Jim","Karygiannis","Liberal","Scarborough--Agincourt","38th general election",50901,2004
5495,"Palmer, D'Arcy","Palmer","NDP","Scarborough--Agincourt","38th general election",1220,2004
4482,"Varesh, Tom","Varesh","Conservative","Scarborough--Guildwood","38th general election",20901.5,2004
5504,"Charbonneau, Paul","Charbonneau","Green","Scarborough--Guildwood","38th general election",0.01,2004
4483,"McKay, John","McKay","Liberal","Scarborough--Guildwood","38th general election",6900,2004
4484,"White, Sheila","White","NDP","Scarborough--Guildwood","38th general election",8165.5,2004
5506,"Backhurst, Tony","Backhurst","Conservative","Scarborough--Rouge River","38th general election",12342.5,2004
5507,"Holloway, Kathryn","Holloway","Green","Scarborough--Rouge River","38th general election",0.01,2004
4485,"Lee, Derek","Lee","Liberal","Scarborough--Rouge River","38th general election",18955,2004
5508,"Khan, Fauzia","Khan","NDP","Scarborough--Rouge River","38th general election",12102,2004
5501,"Mihtis, John","Mihtis","Conservative","Scarborough Centre","38th general election",13185,2004
5503,"Bonser, Greg","Bonser","Green","Scarborough Centre","38th general election",0.01,2004
5500,"Cannis, John","Cannis","Liberal","Scarborough Centre","38th general election",10501,2004
4481,"Gogan, Greg","Gogan","NDP","Scarborough Centre","38th general election",18150,2004
4487,"Jewell, Heather","Jewell","Conservative","Scarborough Southwest","38th general election",25429.77,2004
4488,"Harris, Dan","Harris","NDP","Scarborough Southwest","38th general election",16905,2004
4139,"Bezan, James","Bezan","Conservative","Selkirk--Interlake","38th general election",46715,2004
4970,"Benson, Bruce","Benson","Liberal","Selkirk--Interlake","38th general election",18224.5,2004
4969,"Nicol, Duane","Nicol","NDP","Selkirk--Interlake","38th general election",7970,2004
4712,"Vincent, Robert","Vincent","Bloc","Shefford","38th general election",25805,2004
5817,"Parenteau, Jacques","Parenteau","Conservative","Shefford","38th general election",300,2004
5818,"Brière, Francine","Brière","Green","Shefford","38th general election",0.01,2004
4711,"St-Jacques, Diane","St-Jacques","Liberal","Shefford","38th general election",19308.9,2004
5820,"Leblanc, Réal","Leblanc","Conservative","Sherbrooke","38th general election",1300,2004
4715,"Champagne, Jeffrey","Champagne","Green","Sherbrooke","38th general election",0.01,2004
4716,"Béchard, Bruno-Marie","Béchard","Liberal","Sherbrooke","38th general election",145284.64,2004
4714,"Dion, Philippe","Dion","NDP","Sherbrooke","38th general election",400,2004
4489,"Guergis, Helena","Guergis","Conservative","Simcoe--Grey","38th general election",48304,2004
5513,"Bonwick, Paul","Bonwick","Liberal","Simcoe--Grey","38th general election",55450,2004
5512,"Mackinnon, Colin","Mackinnon","NDP","Simcoe--Grey","38th general election",5520,2004
5518,"Stock, Peter","Stock","Conservative","Simcoe North","38th general election",45714.94,2004
5516,"Kirby, Mary Lou","Kirby","Green","Simcoe North","38th general election",1041,2004
5517,"DeVillers, Paul","DeVillers","Liberal","Simcoe North","38th general election",26105,2004
5515,"Hill, Jen","Hill","NDP","Simcoe North","38th general election",4095,2004
4281,"Burton, Andy","Burton","Conservative","Skeena--Bulkley Valley","38th general election",30393.2,2004
4282,"Richardson, Miles","Richardson","Liberal","Skeena--Bulkley Valley","38th general election",33305,2004
5185,"Cullen, Nathan","Cullen","NDP","Skeena--Bulkley Valley","38th general election",32122,2004
4110,"Komarnicki, Ed","Komarnicki","Conservative","Souris--Moose Mountain","38th general election",0,2004
4111,"McKague, Lonny","McKague","Liberal","Souris--Moose Mountain","38th general election",29294.6,2004
4112,"Stringer, Robert Stephen","Stringer","NDP","Souris--Moose Mountain","38th general election",9240,2004
4222,"Keddy, Gerald","Keddy","Conservative","South Shore--St. Margaret's","38th general election",43600,2004
5089,"Morris Boudreau, Katie","Morris Boudreau","Green","South Shore--St. Margaret's","38th general election",1437.3,2004
4221,"Chandler, John","Chandler","Liberal","South Shore--St. Margaret's","38th general election",37400,2004
4223,"Earle, Gordon","Earle","NDP","South Shore--St. Margaret's","38th general election",30940.22,2004
4287,"Hiebert, Russ","Hiebert","Conservative","South Surrey--White Rock--Cloverdale","38th general election",42180.06,2004
5193,"De La Pena, Romeo","De La Pena","Green","South Surrey--White Rock--Cloverdale","38th general election",1155,2004
4286,"Higginbotham, Judy","Higginbotham","Liberal","South Surrey--White Rock--Cloverdale","38th general election",54381,2004
4288,"Kaur, H. Pummy","Kaur","NDP","South Surrey--White Rock--Cloverdale","38th general election",21915.56,2004
5189,"Gouk, Jim","Gouk","Conservative","Southern Interior","38th general election",16669.52,2004
4283,"Leyland, Scott","Leyland","Green","Southern Interior","38th general election",4565,2004
4285,"Stanley, Doug","Stanley","Liberal","Southern Interior","38th general election",17450,2004
5484,"Bonomi, Leo","Bonomi","Conservative","St. Catharines","38th general election",25328.74,2004
5480,"Fannon, Jim","Fannon","Green","St. Catharines","38th general election",980,2004
5481,"Lastewka, Walt","Lastewka","Liberal","St. Catharines","38th general election",26081,2004
5482,"Mouradian, Ted","Mouradian","NDP","St. Catharines","38th general election",14612.92,2004
4895,"Thompson, Greg","Thompson","Conservative","St. Croix--Belleisle","38th general election",24191.22,2004
4894,"Millett, Erik Matthew","Millett","Green","St. Croix--Belleisle","38th general election",1175,2004
4061,"Doyle, Norman E","Doyle","Conservative","St. John's North","38th general election",20910,2004
4859,"Vokey, Scott","Vokey","Green","St. John's North","38th general election",0,2004
4062,"Noel, Walter","Noel","Liberal","St. John's North","38th general election",41331,2004
4858,"Piller, Janine","Piller","NDP","St. John's North","38th general election",11537.72,2004
4063,"Hearn, Loyola","Hearn","Conservative","St. John's South","38th general election",39010,2004
4065,"Coady, Siobhan","Coady","Liberal","St. John's South","38th general election",28082.04,2004
4064,"Norman, Peg","Norman","NDP","St. John's South","38th general election",25507.85,2004
4476,"Cline, Barry","Cline","Conservative","St. Paul's","38th general election",39475,2004
5485,"Elgie, Peter","Elgie","Green","St. Paul's","38th general election",2458,2004
4475,"Bennett, Carolyn","Bennett","Liberal","St. Paul's","38th general election",32008.63,2004
4477,"Tobias, Norman","Tobias","NDP","St. Paul's","38th general election",24872,2004
5522,"Lauzon, Guy","Lauzon","Conservative","Stormont--Dundas--South Glengarry","38th general election",37935.6,2004
5523,"Manley, Tom","Manley","Green","Stormont--Dundas--South Glengarry","38th general election",8916,2004
5521,"Kilger, Bob","Kilger","Liberal","Stormont--Dundas--South Glengarry","38th general election",32325,2004
5520,"MacDonald, Elaine","MacDonald","NDP","Stormont--Dundas--South Glengarry","38th general election",5329.74,2004
4492,"Butcher, Stephen L.","Butcher","Conservative","Sudbury","38th general election",36840,2004
5525,"Norton, Luke","Norton","Green","Sudbury","38th general election",1320,2004
4493,"Marleau, Diane","Marleau","Liberal","Sudbury","38th general election",56776.55,2004
4494,"McIntaggart, Gerry","McIntaggart","NDP","Sudbury","38th general election",15961.5,2004
4291,"Cheema, Jasbir Singh","Cheema","Conservative","Surrey North","38th general election",17501,2004
5197,"Athwal, Sunny","Athwal","Green","Surrey North","38th general election",6150,2004
5195,"Sheel, Dan","Sheel","Liberal","Surrey North","38th general election",11440,2004
4292,"Karpoff, Jim","Karpoff","NDP","Surrey North","38th general election",36375,2004
5092,"MacDonald, Howie","MacDonald","Conservative","Sydney--Victoria","38th general election",28579,2004
5090,"Milburn, Chris","Milburn","Green","Sydney--Victoria","38th general election",550,2004
5091,"Eyking, Mark","Eyking","Liberal","Sydney--Victoria","38th general election",41665,2004
5094,"Edwards, John Hugh","Edwards","NDP","Sydney--Victoria","38th general election",23803.65,2004
5822,"Bourgeois, Diane","Bourgeois","Bloc","Terrebonne--Blainville","38th general election",6945,2004
5823,"Drapeau, Martin","Drapeau","Green","Terrebonne--Blainville","38th general election",0.01,2004
5821,"Gingras, Pierre","Gingras","Liberal","Terrebonne--Blainville","38th general election",0.01,2004
5526,"Cooper, Josh","Cooper","Conservative","Thornhill","38th general election",37986.56,2004
5529,"Helferty, Lloyd","Helferty","Green","Thornhill","38th general election",1020,2004
5528,"Kadis, Susan","Kadis","Liberal","Thornhill","38th general election",27875,2004
5527,"Morelli, Rick","Morelli","NDP","Thornhill","38th general election",1875,2004
4495,"Leskowski, David","Leskowski","Conservative","Thunder Bay--Rainy River","38th general election",41842.44,2004
5532,"Aegard, Russ","Aegard","Green","Thunder Bay--Rainy River","38th general election",225,2004
5535,"Boshcoff, Ken","Boshcoff","Liberal","Thunder Bay--Rainy River","38th general election",54450,2004
4496,"Rafferty, John","Rafferty","NDP","Thunder Bay--Rainy River","38th general election",17173,2004
4498,"Rose, Carl","Rose","Green","Thunder Bay--Superior North","38th general election",2060,2004
5537,"Comuzzi, Joe","Comuzzi","Liberal","Thunder Bay--Superior North","38th general election",34980,2004
4499,"Hyer, Bruce","Hyer","NDP","Thunder Bay--Superior North","38th general election",12116,2004
5540,"Van Oosten, Andrew","Van Oosten","Conservative","Timmins--James Bay","38th general election",17221.8,2004
5538,"Chénier, Raymond","Chénier","Liberal","Timmins--James Bay","38th general election",40925,2004
4081,"Allen, Mike","Allen","Conservative","Tobique--Mactaquac","38th general election",32704.13,2004
4903,"Jones, Scott","Jones","Green","Tobique--Mactaquac","38th general election",609,2004
4904,"Mapplebeck, Jason","Mapplebeck","NDP","Tobique--Mactaquac","38th general election",2010.89,2004
5547,"Cuddy, Loftus","Cuddy","Conservative","Toronto--Danforth","38th general election",9300,2004
5548,"Harris, Jim","Harris","Green","Toronto--Danforth","38th general election",7855,2004
4503,"Mills, Dennis","Mills","Liberal","Toronto--Danforth","38th general election",58665,2004
4505,"Layton, Jack","Layton","NDP","Toronto--Danforth","38th general election",65381,2004
5543,"Harris, Megan","Harris","Conservative","Toronto Centre","38th general election",23080,2004
5544,"Draven, Gabriel","Draven","Green","Toronto Centre","38th general election",290,2004
5542,"Graham, Bill","Graham","Liberal","Toronto Centre","38th general election",10610,2004
4501,"Shapcott, Michael","Shapcott","NDP","Toronto Centre","38th general election",15614,2004
5554,"Watters, David","Watters","Conservative","Trinity--Spadina","38th general election",1100,2004
5553,"Viitala, Mark","Viitala","Green","Trinity--Spadina","38th general election",525,2004
4507,"Ianno, Tony","Ianno","Liberal","Trinity--Spadina","38th general election",5220,2004
4506,"Chow, Olivia","Chow","NDP","Trinity--Spadina","38th general election",118983,2004
5827,"Mercier, Jean-Guy","Mercier","Conservative","Trois-Rivières","38th general election",3200,2004
5826,"Lavoie, Linda","Lavoie","Green","Trois-Rivières","38th general election",0.01,2004
4717,"Guindon, Jean-Éric","Guindon","Liberal","Trois-Rivières","38th general election",43827.75,2004
4719,"Tessier, Marc","Tessier","NDP","Trois-Rivières","38th general election",615,2004
5200,"Mitchell, Gary","Mitchell","Conservative","Vancouver Centre","38th general election",17749.76,2004
5201,"Mattu, Robbie","Mattu","Green","Vancouver Centre","38th general election",306.98,2004
4294,"Fry, Hedy","Fry","Liberal","Vancouver Centre","38th general election",32854,2004
4295,"Stewart, Kennedy","Stewart","NDP","Vancouver Centre","38th general election",45862.27,2004
5205,"Grigg, Harvey","Grigg","Conservative","Vancouver East","38th general election",12078,2004
5206,"Plowright, Ron","Plowright","Green","Vancouver East","38th general election",150,2004
5204,"Davies, Libby","Davies","NDP","Vancouver East","38th general election",35712.93,2004
5213,"Duncan, John","Duncan","Conservative","Vancouver Island North","38th general election",30754.98,2004
5214,"Munroe, Pam","Munroe","Green","Vancouver Island North","38th general election",10233,2004
4296,"Bell, Catherine","Bell","NDP","Vancouver Island North","38th general election",32542.48,2004
5216,"Johl, Jesse","Johl","Conservative","Vancouver Kingsway","38th general election",7400,2004
5218,"Mann, Tracey  Jastinder","Mann","Green","Vancouver Kingsway","38th general election",4050,2004
4297,"Emerson, David","Emerson","Liberal","Vancouver Kingsway","38th general election",39990,2004
4299,"Rogers, Stephen","Rogers","Conservative","Vancouver Quadra","38th general election",21965,2004
4300,"Warkentin, Doug","Warkentin","Green","Vancouver Quadra","38th general election",2158.74,2004
4298,"Owen, Stephen","Owen","Liberal","Vancouver Quadra","38th general election",53061.44,2004
4301,"Askew, David","Askew","NDP","Vancouver Quadra","38th general election",4501.42,2004
5226,"Soo Chan, Victor","Soo Chan","Conservative","Vancouver South","38th general election",20220,2004
5228,"Perry, Doug","Perry","Green","Vancouver South","38th general election",1419.99,2004
4302,"Dosanjh, Ujjal","Dosanjh","Liberal","Vancouver South","38th general election",109088,2004
5231,"Meslo, Bev","Meslo","NDP","Vancouver South","38th general election",11798.2,2004
4720,"Faille, Meili","Faille","Bloc","Vaudreuil-Soulanges","38th general election",51660,2004
5828,"Ramage, Robert","Ramage","Conservative","Vaudreuil-Soulanges","38th general election",18530,2004
4722,"Baribeau, Julie C.","Baribeau","Green","Vaudreuil-Soulanges","38th general election",1224.75,2004
4721,"Discepola, Nick","Discepola","Liberal","Vaudreuil-Soulanges","38th general election",9059.33,2004
5830,"Markgraf, Bert","Markgraf","NDP","Vaudreuil-Soulanges","38th general election",2000,2004
5558,"Spina, Joe","Spina","Conservative","Vaughan","38th general election",37150,2004
5559,"Korus, Russell","Korus","Green","Vaughan","38th general election",6300,2004
4508,"Bevilacqua, Maurizio","Bevilacqua","Liberal","Vaughan","38th general election",33800,2004
5556,"Beckles, Octavia","Beckles","NDP","Vaughan","38th general election",760,2004
4196,"Benoit, Leon E.","Benoit","Conservative","Vegreville--Wainwright","38th general election",15901,2004
5054,"Kenney, James","Kenney","Green","Vegreville--Wainwright","38th general election",53,2004
4197,"Stewart, Duff","Stewart","Liberal","Vegreville--Wainwright","38th general election",3410,2004
5055,"Legault, Len","Legault","NDP","Vegreville--Wainwright","38th general election",750,2004
4723,"Bergeron, Stéphane","Bergeron","Bloc","Verchères--Les Patriotes","38th general election",24470,2004
5832,"Rémillard, Francis-Pierre","Rémillard","Conservative","Verchères--Les Patriotes","38th general election",1275,2004
5834,"Morlighem, Philippe","Morlighem","Green","Verchères--Les Patriotes","38th general election",0.01,2004
5833,"Tousignant, Nathalie","Tousignant","Liberal","Verchères--Les Patriotes","38th general election",10802.25,2004
5235,"Wenham, Logan","Wenham","Conservative","Victoria","38th general election",32943,2004
5236,"Lade, Ariel","Lade","Green","Victoria","38th general election",7288,2004
4303,"Anderson, David","Anderson","Liberal","Victoria","38th general election",51912.5,2004
5233,"Turner, David","Turner","NDP","Victoria","38th general election",41897.36,2004
4114,"Cryer, Doug","Cryer","Conservative","Wascana","38th general election",18870.23,2004
4113,"Goodale, Ralph","Goodale","Liberal","Wascana","38th general election",61784,2004
4935,"Weir, Erin M. K.","Weir","NDP","Wascana","38th general election",2388.38,2004
5562,"Grunstein, Mel","Grunstein","Conservative","Welland","38th general election",10108.36,2004
5564,"McLaughlin, Ryan","McLaughlin","Green","Welland","38th general election",30,2004
4509,"Maloney, John","Maloney","Liberal","Welland","38th general election",19347.21,2004
5561,"Di Bartolomeo, Jody","Di Bartolomeo","NDP","Welland","38th general election",15080,2004
4512,"Chong, Mike","Chong","Conservative","Wellington--Halton Hills","38th general election",24715,2004
5566,"Hood, Bruce","Hood","Liberal","Wellington--Halton Hills","38th general election",10415.52,2004
4513,"Duignan, Noel","Duignan","NDP","Wellington--Halton Hills","38th general election",7525,2004
5098,"Carey, Jon Charles","Carey","Conservative","West Nova","38th general election",21279.75,2004
4224,"Thibault, Robert","Thibault","Liberal","West Nova","38th general election",64814,2004
5097,"Bull, Edmund Arthur","Bull","NDP","West Nova","38th general election",14662,2004
4305,"Reynolds, John","Reynolds","Conservative","West Vancouver--Sunshine Coast","38th general election",64112.29,2004
5237,"Wilson, Blair","Wilson","Liberal","West Vancouver--Sunshine Coast","38th general election",19637.5,2004
5238,"Simons, Nicholas","Simons","NDP","West Vancouver--Sunshine Coast","38th general election",12244,2004
5848,"Mandeville, Sean","Mandeville","Conservative","Western Arctic","38th general election",15863,2004
5846,"O'Brien, Chris","O'Brien","Green","Western Arctic","38th general election",2049,2004
4727,"Blondin-Andrew, Ethel","Blondin-Andrew","Liberal","Western Arctic","38th general election",45825,2004
5847,"Bevington, Dennis","Bevington","NDP","Western Arctic","38th general election",13097,2004
5056,"Chatters, Dave","Chatters","Conservative","Westlock--St. Paul","38th general election",18030,2004
5057,"McDonald, John A.","McDonald","Green","Westlock--St. Paul","38th general election",1100,2004
5059,"Dion, Joe","Dion","Liberal","Westlock--St. Paul","38th general election",26559.89,2004
5058,"Kirkeby, Peggy","Kirkeby","NDP","Westlock--St. Paul","38th general election",2370,2004
5842,"La Rochelle, Louis","La Rochelle","Bloc","Westmount--Ville-Marie","38th general election",524.1,2004
5839,"Gervais, Robert","Gervais","Conservative","Westmount--Ville-Marie","38th general election",36684.34,2004
5838,"Sarwer-Foner, Brian","Sarwer-Foner","Green","Westmount--Ville-Marie","38th general election",445,2004
5840,"Robillard, Lucienne","Robillard","Liberal","Westmount--Ville-Marie","38th general election",36675,2004
5060,"Johnston, Dale","Johnston","Conservative","Wetaskiwin","38th general election",24180,2004
4199,"Lampman, Tom","Lampman","Green","Wetaskiwin","38th general election",1125,2004
4198,"Bonnett, Rick","Bonnett","Liberal","Wetaskiwin","38th general election",8525,2004
5061,"Robson, Tim","Robson","NDP","Wetaskiwin","38th general election",5835,2004
4514,"MacNeil, Ian","MacNeil","Conservative","Whitby--Oshawa","38th general election",21350,2004
4515,"Longfield, Judi","Longfield","Liberal","Whitby--Oshawa","38th general election",39960,2004
5567,"Sadem-Thompson, Maret","Sadem-Thompson","NDP","Whitby--Oshawa","38th general election",9530,2004
5063,"Thompson, Myron","Thompson","Conservative","Wild Rose","38th general election",20948,2004
5065,"Foote, Chris","Foote","Green","Wild Rose","38th general election",600,2004
4200,"Stewart, Judy","Stewart","Liberal","Wild Rose","38th general election",9215,2004
5064,"Horvath, Jeff","Horvath","NDP","Wild Rose","38th general election",3820,2004
4516,"Boseovski, Jovan","Boseovski","Conservative","Willowdale","38th general election",7720,2004
4517,"Vettese, Sharolyn","Vettese","Green","Willowdale","38th general election",5850,2004
5570,"Peterson, Jim","Peterson","Liberal","Willowdale","38th general election",97330,2004
5569,"Bobb, Yvonne","Bobb","NDP","Willowdale","38th general election",9287.5,2004
4520,"Fuschi, Rick","Fuschi","Conservative","Windsor--Tecumseh","38th general election",19643.17,2004
5574,"Powles, Élizabeth","Powles","Green","Windsor--Tecumseh","38th general election",0,2004
4518,"Limoges, Rick","Limoges","Liberal","Windsor--Tecumseh","38th general election",28700,2004
4519,"Comartin, Joe","Comartin","NDP","Windsor--Tecumseh","38th general election",31749,2004
5577,"Katz, Jordan","Katz","Conservative","Windsor West","38th general election",15001,2004
5579,"Spring, Rob","Spring","Green","Windsor West","38th general election",0,2004
5575,"Pollock, Richard","Pollock","Liberal","Windsor West","38th general election",46795.47,2004
5576,"Masse, Brian","Masse","NDP","Windsor West","38th general election",22058.53,2004
4974,"Eng, Robert","Eng","Conservative","Winnipeg Centre","38th general election",1000,2004
4141,"Northcott, David","Northcott","Liberal","Winnipeg Centre","38th general election",24604.19,2004
4140,"Martin, Pat","Martin","NDP","Winnipeg Centre","38th general election",23860,2004
4979,"Stevenson, Kris","Stevenson","Conservative","Winnipeg North","38th general election",5066,2004
4978,"Weinberg, Alon","Weinberg","Green","Winnipeg North","38th general election",100,2004
4142,"Pagtakhan, Rey D.","Pagtakhan","Liberal","Winnipeg North","38th general election",40167,2004
4977,"Wasylycia-Leis, Judy","Wasylycia-Leis","NDP","Winnipeg North","38th general election",35727.07,2004
4143,"Bruinooge, Rod","Bruinooge","Conservative","Winnipeg South","38th general election",19447.68,2004
4983,"Cameron, Ron","Cameron","Green","Winnipeg South","38th general election",0,2004
4144,"Alcock, Reg","Alcock","Liberal","Winnipeg South","38th general election",60680,2004
4984,"Green, Catherine","Green","NDP","Winnipeg South","38th general election",4580,2004
4985,"Joshi, Raj","Joshi","Conservative","Winnipeg South Centre","38th general election",36845.77,2004
4986,"Neville, Anita","Neville","Liberal","Winnipeg South Centre","38th general election",47608.99,2004
4145,"Allum, James","Allum","NDP","Winnipeg South Centre","38th general election",18716.7,2004
4201,"Merrifield, Rob","Merrifield","Conservative","Yellowhead","38th general election",14145,2004
5067,"Stieglitz, Eric","Stieglitz","Green","Yellowhead","38th general election",2297,2004
5066,"Crossley, Peter","Crossley","Liberal","Yellowhead","38th general election",1100,2004
4203,"Lapierre, Noel","Lapierre","NDP","Yellowhead","38th general election",1845,2004
5584,"Van Loan, Peter","Van Loan","Conservative","York--Simcoe","38th general election",36479,2004
5586,"Burrows, Bob","Burrows","Green","York--Simcoe","38th general election",0.01,2004
5585,"Wilson, Kate","Wilson","Liberal","York--Simcoe","38th general election",12999.6,2004
5583,"Gerl, Sylvia","Gerl","NDP","York--Simcoe","38th general election",6780,2004
5580,"Mostyn, Michael","Mostyn","Conservative","York Centre","38th general election",23533.1,2004
4521,"Dryden, Ken","Dryden","Liberal","York Centre","38th general election",15600.29,2004
4522,"Flaherty, Peter","Flaherty","NDP","York Centre","38th general election",9688.47,2004
5591,"Halicki, Stephen","Halicki","Conservative","York South--Weston","38th general election",7545,2004
5589,"Tonks, Alan","Tonks","Liberal","York South--Weston","38th general election",14495,2004
5590,"Ferreira, Paul","Ferreira","NDP","York South--Weston","38th general election",4395,2004
5596,"Soobrian, Leslie","Soobrian","Conservative","York West","38th general election",8020,2004
5595,"McKellar, Tim","McKellar","Green","York West","38th general election",500,2004
5592,"Sgro, Judy","Sgro","Liberal","York West","38th general election",10945,2004
5594,"Romano Anthony, Sandra","Romano Anthony","NDP","York West","38th general election",1781.26,2004
4115,"Breitkreuz, Garry","Breitkreuz","Conservative","Yorkton--Melville","38th general election",33422.26,2004
4938,"Quewezance, Ted","Quewezance","Liberal","Yorkton--Melville","38th general election",21723.16,2004
4936,"Olson, Don","Olson","NDP","Yorkton--Melville","38th general election",484.25,2004
5843,"Hartle, James","Hartle","Conservative","Yukon","38th general election",4500,2004
5845,"LeBlond, Philippe","LeBlond","Green","Yukon","38th general election",1406.68,2004
4726,"Bagnell, Larry","Bagnell","Liberal","Yukon","38th general election",26380.45,2004
4725,"Boyde, Pam","Boyde","NDP","Yukon","38th general election",20498.67,2004
8803,"Fast, Ed","Fast","Conservative","Abbotsford","39th general election",113368.59,2006
8381,"Oliver, David","Oliver","Liberal","Abbotsford","39th general election",7390,2006
9556,"Hansen-Carlson, Jeffrey","Hansen-Carlson","NDP","Abbotsford","39th general election",0,2006
9062,"Lévesque, Yvon","Lévesque","Bloc","Abitibi--Baie-James--Nunavik--Eeyou","39th general election",0,2006
9061,"Caouette, Armand","Caouette","Liberal","Abitibi--Baie-James--Nunavik--Eeyou","39th general election",7500,2006
