Geographic code,Geographic name,"Geographic Name, province or territory","Geographic Code, province or territory",Global non-response rate,Data quality flag,Sex,Total (2016 Counts),Broad Age Groups: 0 to 14 (2016 Counts),Broad Age Groups: 15 to 64 (2016 Counts),Broad Age Groups: 65 years and over (2016 Counts),Broad Age Groups: 85 years and over (2016 Counts),Total (2011 Counts),Broad Age Groups: 0 to 14 (2011 Counts),Broad Age Groups: 15 to 64 (2011 Counts),Broad Age Groups: 65 years and over (2011 Counts),Broad Age Groups: 85 years and over (2011 Counts),Total (% Distribution 2016),Broad Age Groups: 0 to 14 (% Distribution 2016) ,Broad Age Groups: 15 to 64 (% Distribution 2016),Broad Age Groups: 65 years and over (% Distribution 2016),Broad Age Groups: 85 years and over (% Distribution 2016),Total (% Distribution 2011),Broad Age Groups: 0 to 14 (% Distribution 2011) ,Broad Age Groups: 15 to 64 (% Distribution 2011),Broad Age Groups: 65 years and over (% Distribution 2011),Broad Age Groups: 85 years and over (% Distribution 2011),Total (Percent Change 2011 to 2016),Broad Age Groups: 0 to 14 (Percent Change 2011 to 2016),Broad Age Groups: 15 to 64 (Percent Change 2011 to 2016),Broad Age Groups: 65 years and over (Percent Change 2011 to 2016),Broad Age Groups: 85 years and over (Percent Change 2011 to 2016)
35059,Mississauga East--Cooksville,Ontario,35,3.0,00000,Male,58020,9805,38780,9435,1005,59165,10470,40745,7950,675,100,16.9,66.8,16.3,1.7,100,17.7,68.9,13.4,1.1,-1.9,-6.4,-4.8,18.7,48.9
35059,Mississauga East--Cooksville,Ontario,35,3.0,00000,Female,62185,9425,40910,11845,1775,62630,9765,42945,9925,1390,100,15.2,65.8,19,2.9,100,15.6,68.6,15.8,2.2,-0.7,-3.5,-4.7,19.3,27.7
35060,Mississauga--Erin Mills,Ontario,35,2.3,00000,Both sexes,122560,22050,85365,15145,1735,117195,22855,83240,11105,1190,100,18,69.7,12.4,1.4,100,19.5,71,9.5,1,4.6,-3.5,2.6,36.4,45.8
35060,Mississauga--Erin Mills,Ontario,35,2.3,00000,Male,59585,11270,41340,6970,630,57195,11850,40255,5090,420,100,18.9,69.4,11.7,1.1,100,20.7,70.4,8.9,0.7,4.2,-4.9,2.7,36.9,50
35060,Mississauga--Erin Mills,Ontario,35,2.3,00000,Female,62975,10780,44020,8175,1110,60005,11005,42980,6010,765,100,17.1,69.9,13,1.8,100,18.3,71.6,10,1.3,4.9,-2,2.4,36,45.1
35061,Mississauga--Lakeshore,Ontario,35,2.9,00000,Both sexes,117445,18345,78540,20560,2910,118890,19080,81585,18225,2330,100,15.6,66.9,17.5,2.5,100,16,68.6,15.3,2,-1.2,-3.9,-3.7,12.8,24.9
35061,Mississauga--Lakeshore,Ontario,35,2.9,00000,Male,57200,9410,38505,9285,1075,58100,9715,40195,8185,770,100,16.5,67.3,16.2,1.9,100,16.7,69.2,14.1,1.3,-1.5,-3.1,-4.2,13.4,39.6
35061,Mississauga--Lakeshore,Ontario,35,2.9,00000,Female,60245,8940,40030,11275,1840,60790,9360,41390,10040,1560,100,14.8,66.4,18.7,3.1,100,15.4,68.1,16.5,2.6,-0.9,-4.5,-3.3,12.3,17.9
35062,Mississauga--Malton,Ontario,35,2.5,00000,Both sexes,118240,21660,83150,13425,1370,118050,24200,82985,10860,1065,100,18.3,70.3,11.4,1.2,100,20.5,70.3,9.2,0.9,0.2,-10.5,0.2,23.6,28.6
35062,Mississauga--Malton,Ontario,35,2.5,00000,Male,58080,11085,40800,6200,520,57975,12465,40535,4975,335,100,19.1,70.2,10.7,0.9,100,21.5,69.9,8.6,0.6,0.2,-11.1,0.7,24.6,55.2
35062,Mississauga--Malton,Ontario,35,2.5,00000,Female,60155,10580,42355,7225,855,60075,11740,42450,5890,735,100,17.6,70.4,12,1.4,100,19.5,70.7,9.8,1.2,0.1,-9.9,-0.2,22.7,16.3
35063,Mississauga--Streetsville,Ontario,35,2.1,00000,Both sexes,118300,20860,83845,13600,1430,118760,23190,85615,9960,995,100,17.6,70.9,11.5,1.2,100,19.5,72.1,8.4,0.8,-0.4,-10,-2.1,36.5,43.7
35063,Mississauga--Streetsville,Ontario,35,2.1,00000,Male,58005,10720,41100,6190,470,58320,11920,41905,4500,285,100,18.5,70.9,10.7,0.8,100,20.4,71.9,7.7,0.5,-0.5,-10.1,-1.9,37.6,64.9
35063,Mississauga--Streetsville,Ontario,35,2.1,00000,Female,60295,10145,42745,7405,955,60440,11270,43710,5455,710,100,16.8,70.9,12.3,1.6,100,18.6,72.3,9,1.2,-0.2,-10,-2.2,35.7,34.5
35064,Nepean,Ontario,35,2.4,00000,Both sexes,119110,24135,80755,14215,1595,104755,21500,72850,10405,1225,100,20.3,67.8,11.9,1.3,100,20.5,69.5,9.9,1.2,13.7,12.3,10.9,36.6,30.2
35064,Nepean,Ontario,35,2.4,00000,Male,57975,12220,39230,6520,540,51080,10920,35495,4655,360,100,21.1,67.7,11.2,0.9,100,21.4,69.5,9.1,0.7,13.5,11.9,10.5,40.1,50
35064,Nepean,Ontario,35,2.4,00000,Female,61135,11915,41525,7695,1050,53680,10575,37355,5745,865,100,19.5,67.9,12.6,1.7,100,19.7,69.6,10.7,1.6,13.9,12.7,11.2,33.9,21.4
35065,Newmarket--Aurora,Ontario,35,2.6,00000,Both sexes,117415,21680,80525,15210,2120,109460,21260,76810,11385,1525,100,18.5,68.6,13,1.8,100,19.4,70.2,10.4,1.4,7.3,2,4.8,33.6,39
35065,Newmarket--Aurora,Ontario,35,2.6,00000,Male,56675,11135,39025,6515,625,53175,10855,37535,4790,445,100,19.6,68.9,11.5,1.1,100,20.4,70.6,9,0.8,6.6,2.6,4,36,40.4
35065,Newmarket--Aurora,Ontario,35,2.6,00000,Female,60745,10550,41500,8695,1490,56290,10410,39280,6600,1085,100,17.4,68.3,14.3,2.5,100,18.5,69.8,11.7,1.9,7.9,1.3,5.7,31.7,37.3
35066,Niagara Centre,Ontario,35,3.7,00000,Both sexes,109070,16390,70805,21875,3135,105855,16555,70420,18880,2620,100,15,64.9,20.1,2.9,100,15.6,66.5,17.8,2.5,3,-1,0.5,15.9,19.7
35066,Niagara Centre,Ontario,35,3.7,00000,Male,53095,8435,34705,9950,1090,51650,8530,34820,8300,865,100,15.9,65.4,18.7,2.1,100,16.5,67.4,16.1,1.7,2.8,-1.1,-0.3,19.9,26
35066,Niagara Centre,Ontario,35,3.7,00000,Female,55975,7950,36105,11920,2045,54210,8025,35605,10585,1745,100,14.2,64.5,21.3,3.7,100,14.8,65.7,19.5,3.2,3.3,-0.9,1.4,12.6,17.2
35067,Niagara Falls,Ontario,35,4.3,00000,Both sexes,136295,19590,86150,30550,4305,128355,19345,84190,24825,3450,100,14.4,63.2,22.4,3.2,100,15.1,65.6,19.3,2.7,6.2,1.3,2.3,23.1,24.8
35067,Niagara Falls,Ontario,35,4.3,00000,Male,66065,10055,42130,13880,1535,61995,9815,41130,11045,1115,100,15.2,63.8,21,2.3,100,15.8,66.3,17.8,1.8,6.6,2.4,2.4,25.7,37.7
35067,Niagara Falls,Ontario,35,4.3,00000,Female,70230,9535,44020,16670,2765,66360,9530,43055,13775,2335,100,13.6,62.7,23.7,3.9,100,14.4,64.9,20.8,3.5,5.8,0.1,2.2,21,18.4
35068,Niagara West,Ontario,35,3.6,00000,Both sexes,90835,15440,57290,18105,2455,86535,14985,56510,15035,1935,100,17,63.1,19.9,2.7,100,17.3,65.3,17.4,2.2,5,3,1.4,20.4,26.9
35068,Niagara West,Ontario,35,3.6,00000,Male,44730,7930,28375,8425,855,42600,7620,28030,6945,625,100,17.7,63.4,18.8,1.9,100,17.9,65.8,16.3,1.5,5,4.1,1.2,21.3,36.8
35068,Niagara West,Ontario,35,3.6,00000,Female,46105,7505,28920,9680,1600,43935,7360,28485,8095,1305,100,16.3,62.7,21,3.5,100,16.8,64.8,18.4,3,4.9,2,1.5,19.6,22.6
35069,Nickel Belt,Ontario,35,3.6,00000,Both sexes,93775,15405,61970,16395,1325,90970,15295,62340,13335,975,100,16.4,66.1,17.5,1.4,100,16.8,68.5,14.7,1.1,3.1,0.7,-0.6,22.9,35.9
35069,Nickel Belt,Ontario,35,3.6,00000,Male,46935,8000,30955,7980,495,45465,7840,31215,6405,340,100,17,66,17,1.1,100,17.2,68.7,14.1,0.7,3.2,2,-0.8,24.6,45.6
35069,Nickel Belt,Ontario,35,3.6,00000,Female,46835,7410,31010,8410,830,45505,7455,31120,6930,635,100,15.8,66.2,18,1.8,100,16.4,68.4,15.2,1.4,2.9,-0.6,-0.4,21.4,30.7
35070,Nipissing--Timiskaming,Ontario,35,5.1,00000,Both sexes,88815,13175,57420,18220,2245,90995,13800,61090,16105,1980,100,14.8,64.7,20.5,2.5,100,15.2,67.1,17.7,2.2,-2.4,-4.5,-6,13.1,13.4
35070,Nipissing--Timiskaming,Ontario,35,5.1,00000,Male,43195,6675,28305,8220,750,44280,6975,30180,7130,585,100,15.5,65.5,19,1.7,100,15.8,68.2,16.1,1.3,-2.5,-4.3,-6.2,15.3,28.2
35070,Nipissing--Timiskaming,Ontario,35,5.1,00000,Female,45615,6500,29115,10000,1500,46720,6830,30915,8980,1395,100,14.2,63.8,21.9,3.3,100,14.6,66.2,19.2,3,-2.4,-4.8,-5.8,11.4,7.5
35071,Northumberland--Peterborough South,Ontario,35,4.7,00000,Both sexes,112410,15740,69500,27175,3160,107650,15665,70200,21790,2600,100,14,61.8,24.2,2.8,100,14.6,65.2,20.2,2.4,4.4,0.5,-1,24.7,21.5
35071,Northumberland--Peterborough South,Ontario,35,4.7,00000,Male,55355,8010,34520,12820,1155,52890,7985,34650,10260,895,100,14.5,62.4,23.2,2.1,100,15.1,65.5,19.4,1.7,4.7,0.3,-0.4,25,29.1
35071,Northumberland--Peterborough South,Ontario,35,4.7,00000,Female,57060,7725,34980,14355,2010,54760,7685,35550,11530,1705,100,13.5,61.3,25.2,3.5,100,14,64.9,21.1,3.1,4.2,0.5,-1.6,24.5,17.9
35072,Oakville,Ontario,35,2.7,00000,Both sexes,120920,20065,79165,21695,2995,119645,20495,80340,18815,2300,100,16.6,65.5,17.9,2.5,100,17.1,67.1,15.7,1.9,1.1,-2.1,-1.5,15.3,30.2
35072,Oakville,Ontario,35,2.7,00000,Male,58260,10255,38325,9680,1125,57755,10440,38880,8440,840,100,17.6,65.8,16.6,1.9,100,18.1,67.3,14.6,1.5,0.9,-1.8,-1.4,14.7,33.9
35072,Oakville,Ontario,35,2.7,00000,Female,62660,9810,40835,12015,1865,61890,10060,41460,10380,1460,100,15.7,65.2,19.2,3,100,16.3,67,16.8,2.4,1.2,-2.5,-1.5,15.8,27.7
35073,Oakville North--Burlington,Ontario,35,2.3,00000,Both sexes,129080,28785,87025,13270,1810,114380,26905,78125,9350,1175,100,22.3,67.4,10.3,1.4,100,23.5,68.3,8.2,1,12.9,7,11.4,41.9,54
35073,Oakville North--Burlington,Ontario,35,2.3,00000,Male,62530,14640,41950,5940,630,55445,13715,37550,4185,345,100,23.4,67.1,9.5,1,100,24.7,67.7,7.5,0.6,12.8,6.7,11.7,41.9,82.6
35073,Oakville North--Burlington,Ontario,35,2.3,00000,Female,66550,14150,45075,7330,1180,58935,13195,40570,5170,830,100,21.3,67.7,11,1.8,100,22.4,68.8,8.8,1.4,12.9,7.2,11.1,41.8,42.2
35074,Oshawa,Ontario,35,3.8,00000,Both sexes,126765,18985,84925,22850,3230,125775,19560,86650,19565,2665,100,15,67,18,2.5,100,15.6,68.9,15.6,2.1,0.8,-2.9,-2,16.8,21.2
35074,Oshawa,Ontario,35,3.8,00000,Male,61615,9730,41930,9960,1080,60965,9875,42730,8365,860,100,15.8,68.1,16.2,1.8,100,16.2,70.1,13.7,1.4,1.1,-1.5,-1.9,19.1,25.6
35074,Oshawa,Ontario,35,3.8,00000,Female,65145,9255,43000,12895,2150,64805,9690,43915,11200,1810,100,14.2,66,19.8,3.3,100,15,67.8,17.3,2.8,0.5,-4.5,-2.1,15.1,18.8
35075,Ottawa Centre,Ontario,35,4.5,00000,Both sexes,118035,14035,85780,18225,2600,113620,13570,84595,15460,2590,100,11.9,72.7,15.4,2.2,100,11.9,74.5,13.6,2.3,3.9,3.4,1.4,17.9,0.4
35075,Ottawa Centre,Ontario,35,4.5,00000,Male,57865,7080,42650,8140,855,55535,6815,42160,6560,785,100,12.2,73.7,14.1,1.5,100,12.3,75.9,11.8,1.4,4.2,3.9,1.2,24.1,8.9
35075,Ottawa Centre,Ontario,35,4.5,00000,Female,60170,6960,43125,10085,1745,58085,6755,42435,8900,1800,100,11.6,71.7,16.8,2.9,100,11.6,73.1,15.3,3.1,3.6,3,1.6,13.3,-3.1
35076,Orléans,Ontario,35,2.5,00000,Both sexes,128280,23130,87405,17745,1520,119190,21640,85670,11875,1050,100,18,68.1,13.8,1.2,100,18.2,71.9,10,0.9,7.6,6.9,2,49.4,44.8
35076,Orléans,Ontario,35,2.5,00000,Male,62010,11780,41880,8340,480,57805,10945,41310,5545,295,100,19,67.5,13.4,0.8,100,18.9,71.5,9.6,0.5,7.3,7.6,1.4,50.4,62.7
35076,Orléans,Ontario,35,2.5,00000,Female,66275,11345,45520,9410,1040,61385,10700,44355,6330,755,100,17.1,68.7,14.2,1.6,100,17.4,72.3,10.3,1.2,8,6,2.6,48.7,37.7
35077,Ottawa South,Ontario,35,3.7,00000,Both sexes,121055,19475,81400,20185,3385,121890,20240,83900,17755,2815,100,16.1,67.2,16.7,2.8,100,16.6,68.8,14.6,2.3,-0.7,-3.8,-3,13.7,20.2
35077,Ottawa South,Ontario,35,3.7,00000,Male,58375,9880,39630,8860,1300,58520,10275,40590,7660,1080,100,16.9,67.9,15.2,2.2,100,17.6,69.4,13.1,1.8,-0.2,-3.8,-2.4,15.7,20.4
35077,Ottawa South,Ontario,35,3.7,00000,Female,62685,9590,41770,11325,2085,63375,9970,43305,10100,1735,100,15.3,66.6,18.1,3.3,100,15.7,68.3,15.9,2.7,-1.1,-3.8,-3.5,12.1,20.2
35078,Ottawa--Vanier,Ontario,35,5.4,00000,Both sexes,111510,14415,76205,20890,3025,111000,14060,78620,18320,2650,100,12.9,68.3,18.7,2.7,100,12.7,70.8,16.5,2.4,0.5,2.5,-3.1,14,14.2
35078,Ottawa--Vanier,Ontario,35,5.4,00000,Male,53510,7340,37325,8845,960,52945,7075,38330,7535,745,100,13.7,69.8,16.5,1.8,100,13.4,72.4,14.2,1.4,1.1,3.7,-2.6,17.4,28.9
35078,Ottawa--Vanier,Ontario,35,5.4,00000,Female,57995,7075,38885,12035,2070,58055,6990,40285,10780,1905,100,12.2,67,20.8,3.6,100,12,69.4,18.6,3.3,-0.1,1.2,-3.5,11.6,8.7
35079,Ottawa West--Nepean,Ontario,35,4.3,00000,Both sexes,111840,16045,73190,22600,4345,111880,16175,74885,20820,3760,100,14.3,65.4,20.2,3.9,100,14.5,66.9,18.6,3.4,0,-0.8,-2.3,8.5,15.6
35079,Ottawa West--Nepean,Ontario,35,4.3,00000,Male,53485,8185,36010,9295,1470,53260,8230,36650,8380,1165,100,15.3,67.3,17.4,2.7,100,15.5,68.8,15.7,2.2,0.4,-0.5,-1.7,10.9,26.2
35079,Ottawa West--Nepean,Ontario,35,4.3,00000,Female,58345,7865,37175,13310,2870,58620,7940,38240,12445,2590,100,13.5,63.7,22.8,4.9,100,13.5,65.2,21.2,4.4,-0.5,-0.9,-2.8,7,10.8
35080,Oxford,Ontario,35,3.8,00000,Both sexes,113790,20260,72420,21110,2855,108700,19840,70970,17890,2425,100,17.8,63.6,18.6,2.5,100,18.3,65.3,16.5,2.2,4.7,2.1,2,18,17.7
35080,Oxford,Ontario,35,3.8,00000,Male,56310,10435,36305,9565,1015,53645,10225,35490,7930,795,100,18.5,64.5,17,1.8,100,19.1,66.2,14.8,1.5,5,2.1,2.3,20.6,27.7
35080,Oxford,Ontario,35,3.8,00000,Female,57485,9825,36115,11550,1840,55060,9620,35485,9965,1625,100,17.1,62.8,20.1,3.2,100,17.5,64.4,18.1,3,4.4,2.1,1.8,15.9,13.2
35081,Parkdale--High Park,Ontario,35,4.6,00000,Both sexes,108805,15995,78275,14535,2310,105105,15540,76805,12755,2155,100,14.7,71.9,13.4,2.1,100,14.8,73.1,12.1,2.1,3.5,2.9,1.9,14,7.2
35081,Parkdale--High Park,Ontario,35,4.6,00000,Male,52275,8180,37970,6130,710,50605,7875,37465,5265,690,100,15.6,72.6,11.7,1.4,100,15.6,74,10.4,1.4,3.3,3.9,1.3,16.4,2.9
35081,Parkdale--High Park,Ontario,35,4.6,00000,Female,56525,7810,40310,8405,1600,54500,7665,39340,7490,1465,100,13.8,71.3,14.9,2.8,100,14.1,72.2,13.7,2.7,3.7,1.9,2.5,12.2,9.2
35082,Parry Sound--Muskoka,Ontario,35,6.1,20000,Both sexes,94395,11695,57960,24745,2965,91265,12105,58765,20395,2315,100,12.4,61.4,26.2,3.1,100,13.3,64.4,22.3,2.5,3.4,-3.4,-1.4,21.3,28.1
35082,Parry Sound--Muskoka,Ontario,35,6.1,20000,Male,47240,6090,29140,12015,1155,45435,6195,29545,9690,745,100,12.9,61.7,25.4,2.4,100,13.6,65,21.3,1.6,4,-1.7,-1.4,24,55
35082,Parry Sound--Muskoka,Ontario,35,6.1,20000,Female,47155,5605,28820,12730,1810,45830,5910,29215,10705,1570,100,11.9,61.1,27,3.8,100,12.9,63.7,23.4,3.4,2.9,-5.2,-1.4,18.9,15.3
35083,Perth--Wellington,Ontario,35,4.3,00000,Both sexes,107910,20475,67820,19615,3035,104910,20220,67720,16975,2605,100,19,62.8,18.2,2.8,100,19.3,64.6,16.2,2.5,2.9,1.3,0.1,15.6,16.5
35083,Perth--Wellington,Ontario,35,4.3,00000,Male,53100,10430,33860,8805,1020,51620,10395,33815,7415,830,100,19.6,63.8,16.6,1.9,100,20.1,65.5,14.4,1.6,2.9,0.3,0.1,18.7,22.9
35083,Perth--Wellington,Ontario,35,4.3,00000,Female,54805,10045,33950,10810,2010,53290,9830,33900,9560,1775,100,18.3,61.9,19.7,3.7,100,18.4,63.6,17.9,3.3,2.8,2.2,0.1,13.1,13.2
35084,Peterborough--Kawartha,Ontario,35,4.5,00000,Both sexes,118175,16790,73965,27420,4075,115265,16330,75285,23655,3565,100,14.2,62.6,23.2,3.4,100,14.2,65.3,20.5,3.1,2.5,2.8,-1.8,15.9,14.3
35084,Peterborough--Kawartha,Ontario,35,4.5,00000,Male,56760,8580,35880,12295,1420,55220,8325,36495,10405,1155,100,15.1,63.2,21.7,2.5,100,15.1,66.1,18.8,2.1,2.8,3.1,-1.7,18.2,22.9
35084,Peterborough--Kawartha,Ontario,35,4.5,00000,Female,61415,8210,38085,15120,2655,60045,8005,38790,13255,2410,100,13.4,62,24.6,4.3,100,13.3,64.6,22.1,4,2.3,2.6,-1.8,14.1,10.2
35085,Pickering--Uxbridge,Ontario,35,2.8,00000,Both sexes,112950,18235,77520,17195,2100,109345,18755,76985,13605,1625,100,16.1,68.6,15.2,1.9,100,17.2,70.4,12.4,1.5,3.3,-2.8,0.7,26.4,29.2
35085,Pickering--Uxbridge,Ontario,35,2.8,00000,Male,54960,9290,37820,7850,735,53270,9735,37455,6075,535,100,16.9,68.8,14.3,1.3,100,18.3,70.3,11.4,1,3.2,-4.6,1,29.2,37.4
35085,Pickering--Uxbridge,Ontario,35,2.8,00000,Female,57990,8940,39700,9350,1360,56075,9015,39535,7530,1085,100,15.4,68.5,16.1,2.3,100,16.1,70.5,13.4,1.9,3.4,-0.8,0.4,24.2,25.3
35086,Renfrew--Nipissing--Pembroke,Ontario,35,5.0,00000,Both sexes,103495,16565,65300,21630,2875,102535,16070,67765,18700,2580,100,16,63.1,20.9,2.8,100,15.7,66.1,18.2,2.5,0.9,3.1,-3.6,15.7,11.4
35086,Renfrew--Nipissing--Pembroke,Ontario,35,5.0,00000,Male,51670,8585,33130,9960,955,51165,8310,34495,8370,820,100,16.6,64.1,19.3,1.8,100,16.2,67.4,16.4,1.6,1,3.3,-4,19,16.5
35086,Renfrew--Nipissing--Pembroke,Ontario,35,5.0,00000,Female,51825,7980,32175,11670,1925,51365,7765,33270,10335,1760,100,15.4,62.1,22.5,3.7,100,15.1,64.8,20.1,3.4,0.9,2.8,-3.3,12.9,9.4
35087,Richmond Hill,Ontario,35,2.6,00000,Both sexes,110175,14910,75460,19810,2265,108655,15870,77690,15095,1625,100,13.5,68.5,18,2.1,100,14.6,71.5,13.9,1.5,1.4,-6,-2.9,31.2,39.4
35087,Richmond Hill,Ontario,35,2.6,00000,Male,53035,7780,36205,9045,865,52395,8285,37330,6780,560,100,14.7,68.3,17.1,1.6,100,15.8,71.2,12.9,1.1,1.2,-6.1,-3,33.4,54.5
35087,Richmond Hill,Ontario,35,2.6,00000,Female,57145,7130,39250,10765,1395,56260,7580,40360,8320,1065,100,12.5,68.7,18.8,2.4,100,13.5,71.7,14.8,1.9,1.6,-5.9,-2.8,29.4,31
35088,Carleton,Ontario,35,2.6,00000,Both sexes,102915,21145,68225,13540,1385,89540,18825,60755,9965,1095,100,20.5,66.3,13.2,1.3,100,21,67.9,11.1,1.2,14.9,12.3,12.3,35.9,26.5
35088,Carleton,Ontario,35,2.6,00000,Male,50865,10815,33555,6500,515,44340,9560,30080,4700,390,100,21.3,66,12.8,1,100,21.6,67.8,10.6,0.9,14.7,13.1,11.6,38.3,32.1
35088,Carleton,Ontario,35,2.6,00000,Female,52050,10335,34670,7045,875,45200,9255,30680,5265,705,100,19.9,66.6,13.5,1.7,100,20.5,67.9,11.6,1.6,15.2,11.7,13,33.8,24.1
35089,St. Catharines,Ontario,35,4.1,00000,Both sexes,111695,15340,71035,25310,4135,110600,15875,72415,22310,3470,100,13.7,63.6,22.7,3.7,100,14.4,65.5,20.2,3.1,1,-3.4,-1.9,13.4,19.2
35089,St. Catharines,Ontario,35,4.1,00000,Male,53030,7815,34285,10935,1410,52495,8125,34925,9450,1100,100,14.7,64.7,20.6,2.7,100,15.5,66.5,18,2.1,1,-3.8,-1.8,15.7,28.2
35089,St. Catharines,Ontario,35,4.1,00000,Female,58665,7530,36755,14380,2730,58100,7750,37485,12865,2375,100,12.8,62.7,24.5,4.7,100,13.3,64.5,22.1,4.1,1,-2.8,-1.9,11.8,14.9
35090,Toronto--St. Paul's,Ontario,35,4.8,00000,Both sexes,107900,12780,74195,20925,3850,103985,11785,74140,18060,3375,100,11.8,68.8,19.4,3.6,100,11.3,71.3,17.4,3.2,3.8,8.4,0.1,15.9,14.1
35090,Toronto--St. Paul's,Ontario,35,4.8,00000,Male,49325,6525,34455,8345,1175,47375,6070,34205,7105,935,100,13.2,69.9,16.9,2.4,100,12.8,72.2,15,2,4.1,7.5,0.7,17.5,25.7
35090,Toronto--St. Paul's,Ontario,35,4.8,00000,Female,58575,6255,39740,12580,2675,56610,5715,39940,10955,2440,100,10.7,67.8,21.5,4.6,100,10.1,70.6,19.4,4.3,3.5,9.4,-0.5,14.8,9.6
35091,Sarnia--Lambton,Ontario,35,3.6,00000,Both sexes,105340,16260,66675,22400,3000,106295,16520,70200,19575,2620,100,15.4,63.3,21.3,2.8,100,15.5,66,18.4,2.5,-0.9,-1.6,-5,14.4,14.5
35091,Sarnia--Lambton,Ontario,35,3.6,00000,Male,51335,8215,32915,10205,1060,51530,8310,34600,8620,815,100,16,64.1,19.9,2.1,100,16.1,67.1,16.7,1.6,-0.4,-1.1,-4.9,18.4,30.1
35091,Sarnia--Lambton,Ontario,35,3.6,00000,Female,54005,8045,33760,12195,1940,54765,8210,35600,10950,1800,100,14.9,62.5,22.6,3.6,100,15,65,20,3.3,-1.4,-2,-5.2,11.4,7.8
35092,Sault Ste. Marie,Ontario,35,4.5,20000,Both sexes,80370,11480,51155,17735,2565,82050,11725,54425,15905,2010,100,14.3,63.6,22.1,3.2,100,14.3,66.3,19.4,2.4,-2,-2.1,-6,11.5,27.6
35092,Sault Ste. Marie,Ontario,35,4.5,20000,Male,39025,5910,25090,8025,905,39660,6030,26530,7105,675,100,15.1,64.3,20.6,2.3,100,15.2,66.9,17.9,1.7,-1.6,-2,-5.4,12.9,34.1
35092,Sault Ste. Marie,Ontario,35,4.5,20000,Female,41340,5565,26065,9710,1660,42390,5695,27895,8800,1330,100,13.5,63.1,23.5,4,100,13.4,65.8,20.8,3.1,-2.5,-2.3,-6.6,10.3,24.8
35093,Scarborough--Agincourt,Ontario,35,3.0,00000,Both sexes,105540,14300,68610,22630,3875,104495,14765,70500,19230,2935,100,13.5,65,21.4,3.7,100,14.1,67.5,18.4,2.8,1,-3.1,-2.7,17.7,32
35093,Scarborough--Agincourt,Ontario,35,3.0,00000,Male,49690,7270,32865,9555,1385,49335,7505,33755,8070,1070,100,14.6,66.1,19.2,2.8,100,15.2,68.4,16.4,2.2,0.7,-3.1,-2.6,18.4,29.4
35093,Scarborough--Agincourt,Ontario,35,3.0,00000,Female,55850,7030,35745,13075,2495,55170,7265,36745,11155,1870,100,12.6,64,23.4,4.5,100,13.2,66.6,20.2,3.4,1.2,-3.2,-2.7,17.2,33.4
35094,Scarborough Centre,Ontario,35,3.4,00000,Both sexes,112605,18270,76140,18195,3145,108825,18805,73285,16735,2450,100,16.2,67.6,16.2,2.8,100,17.3,67.3,15.4,2.3,3.5,-2.8,3.9,8.7,28.4
35094,Scarborough Centre,Ontario,35,3.4,00000,Male,53760,9395,36695,7670,1065,51890,9675,35200,7010,855,100,17.5,68.3,14.3,2,100,18.6,67.8,13.5,1.6,3.6,-2.9,4.2,9.4,24.6
35094,Scarborough Centre,Ontario,35,3.4,00000,Female,58840,8875,39445,10520,2080,56940,9130,38085,9730,1600,100,15.1,67,17.9,3.5,100,16,66.9,17.1,2.8,3.3,-2.8,3.6,8.1,30
35095,Scarborough--Guildwood,Ontario,35,3.6,00000,Both sexes,102390,18160,68310,15915,2370,101910,19260,68185,14470,1715,100,17.7,66.7,15.5,2.3,100,18.9,66.9,14.2,1.7,0.5,-5.7,0.2,10,38.2
35095,Scarborough--Guildwood,Ontario,35,3.6,00000,Male,49355,9350,33145,6860,890,49015,9925,32850,6245,610,100,18.9,67.2,13.9,1.8,100,20.2,67,12.7,1.2,0.7,-5.8,0.9,9.8,45.9
35095,Scarborough--Guildwood,Ontario,35,3.6,00000,Female,53035,8810,35170,9055,1480,52895,9335,35330,8230,1105,100,16.6,66.3,17.1,2.8,100,17.6,66.8,15.6,2.1,0.3,-5.6,-0.5,10,33.9
35096,Scarborough North,Ontario,35,2.6,00000,Both sexes,98800,14905,66950,16940,2235,101080,16520,70585,13980,1640,100,15.1,67.8,17.1,2.3,100,16.3,69.8,13.8,1.6,-2.3,-9.8,-5.1,21.2,36.3
35096,Scarborough North,Ontario,35,2.6,00000,Male,47800,7660,32400,7740,855,48760,8360,34135,6265,605,100,16,67.8,16.2,1.8,100,17.1,70,12.8,1.2,-2,-8.4,-5.1,23.5,41.3
35096,Scarborough North,Ontario,35,2.6,00000,Female,51005,7245,34550,9210,1375,52325,8160,36450,7715,1035,100,14.2,67.7,18.1,2.7,100,15.6,69.7,14.7,2,-2.5,-11.2,-5.2,19.4,32.9
35097,Scarborough--Rouge Park,Ontario,35,2.8,00000,Both sexes,102275,16385,69260,16630,1770,102645,17870,71600,13175,1430,100,16,67.7,16.3,1.7,100,17.4,69.8,12.8,1.4,-0.4,-8.3,-3.3,26.2,23.8
35097,Scarborough--Rouge Park,Ontario,35,2.8,00000,Male,49265,8380,33290,7590,640,49340,9145,34260,5935,455,100,17,67.6,15.4,1.3,100,18.5,69.4,12,0.9,-0.2,-8.4,-2.8,27.9,40.7
